;0;1;Match id;Authors;year;title;list_of_dublication;F_D;comment
643;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201043149-1177#S#0265407510361729.txt;Goffman, E. (1959). The presentation of self in everyday life. Oxford, England: Doubleday.;csa-sa-200209067;Goffman, E.;1959;The Presentation of Self in Everyday Life;['csa-sa-200209067'];;
1356;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/SSOAR\221.txt;Lévi-Strauss, Claude & Eribon, Didier (1989). Das Nahe und das Ferne. Eine Autobiographie in Gesprächen. Frankfurt/M.: Fischer.;bszbw-wao-019068719;Lévi-Strauss, Claude SEMIKOLONE Eribon, Didier;1989;Das Nahe und das Ferne. Eine Autobiographie in Gesprächen;['bszbw-wao-019068719'];;
1268;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/SSOAR\120.txt;Rauschenbach, B. (1996). Von uns selbst aber sprechen wir. Störenfried Subjektivität als Symptom und Methode unserer Zeit. In M. Heinze & S. Priebe (Hrsg.), Störenfried „Subjektivität“. Subjektivität und Objektivität als Begriffe psychiatrischen Denkens. Würzburg: Königshausen & Neumann.;Null;Rauschenbach, B.;1996;Störenfried Subjektivität als Symptom und Methode unserer Zeit;null;;
312;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\201014166-1177#S#1077800409350695.txt;Denzin, N., Lincoln, Y. S., & Smith, L. T. (2008). Handbook of critical and indigenous methodologies. Thousand Oaks, CA: Sage.;ubk-opac-HL006747905;Denzin, N.SEMIKOLONELincoln, Y. S.SEMIKOLONE Smith, L. T. ;2008;Handbook of critical and indigenous methodologies;['ubk-opac-HL006747905'];;
736;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201101616-1177#S#0044118X09353572.txt;Bermúdez, M. P., & Teva-Álvarez, I. (2003). Situación actual del VIH/SIDA en Europa: Análisis de las diferencias entre países [Current status of HIV/AIDS in Europe: Analysis of differences between countries]. International Journal of Clinical and Health Psychology, 3, 89-106.;Null;BermúdezSEMIKOLONE M. P.SEMIKOLONE Teva-Álvarez, I.;2003;Situación actual del VIH/SIDA en Europa: Análisis de las diferencias entre países [Current status of HIV/AIDS in Europe: Analysis of differences between countries];null;;
954;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pais-2010-604597-1177#S#0094582X10372514.txt;Buitrón, Ricardo (ed.) 2008 La concesión como estrategia de privatización. Quito: Abya-Yala.;Null;Buitrón, Ricardo;2008;La concesión como estrategia de privatización;null;;
963;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pais-2010-604597-1177#S#0094582X10372514.txt;Hylton, Forrest and Sinclair Thomson 2007 Revolutionary Horizons: Past and Present in Bolivian Politics. New York: Verso.;bszbw-wao-308088778;HyltonSEMIKOLONE ForrestSEMIKOLONE Sinclair, Thomson;2007;Revolutionary Horizons: Past and Present in Bolivian Politics;['bszbw-wao-308088778'];;
1085;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-12609130-1177#S#0363546509334373.txt;van den Bogert AJ, McLean SG, Yu B, Chappell JJ, Garrett WE Jr. Letter to the editor & authors’ response. Am J Sports Med. 2006SEMIKOLONE34(2): 312-a-315.;Null; Bogert, AJSEMIKOLONE McLean, SGSEMIKOLONE Yu,BSEMIKOLONE Chappell,JJSEMIKOLONE Garrett WE Jr;2006;Letter to the editor & authors’ response;null;;
58;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200719289-1177#S#0730888405285295.txt;Grieco, M. (1987). Keeping it in the family: Social networks and employment chance. London: Tavistock.;gesis-solis-00169146,iab-litdok-I910107F04,ubk-opac-LY000813325;Grieco, M;1987;Keeping it in the family: Social networks and employment chance. ;[u'ubk-opac-LY000813325', u'iab-litdok-I910107F04', u'gesis-solis-00169146'];;
80;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200720835-1177#S#0263276406065112.txt;Milbank, J. (1993) Theology and Social Theory: Beyond Secular Reason. Oxford: Blackwell.;Null;Milbank, J.;1993;Theology and Social Theory: Beyond Secular Reason.;null;;
1072;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-12609130-1177#S#0363546509334373.txt;Magill RA. Motor Learning: Concepts and Applications. 6th ed. New York: McGraw-HillSEMIKOLONE 2001.;Null;Magill,RA;2001;Motor Learning: Concepts and Applications;null;;
485;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-ps-200830995-1057#S#eps#P#2008#P#24.txt;Preuss, U. (1996) ‘Two challenges to European citizenship’, Political Studies XLIV: 534–552.;csa-sa-9707190,csa-assia-72981,csa-ps-291275;Preuss, U.;1996;Two challenges to European citizenship;[u'csa-assia-72981', u'csa-ps-291275', u'csa-ps-9602250', u'csa-sa-9707190'];;
1053;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-12609130-1177#S#0363546509334373.txt;de Leva P. Adjustments to Zatsiorsky-Seluyanov’s segment inertia parameters. J Biomech. 1996SEMIKOLONE29(9):1223-1230.;Null;de Leva P;1996;;null;;
1179;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-ps-201024949-1177#S#0002764210368081.txt;Brennan, G., & Lomasky, L. (1993). Democracy and decision: The pure theory of electoral preference. New York: Cambridge University Press.;fes-bib-728607,wzb-bib-99116,gesis-bib-109049,ubk-opac-LY000246490;Brennan, G.SEMIKOLONE Lomasky, L.;1993;Democracy and decision: The pure theory of electoral preference;['fes-bib-728607,wzb-bib-99116,gesis-bib-109049,ubk-opac-LY000246490'];;
574;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-200500277-1177#S#1046496404263728.txt;Ridgeway, C. L.,&Berger, J. (1986). Expectations, legitimation and dominance behavior in task groups. American Sociological Review, 51, 603-617.;csa-ps-193800;Ridgeway, C. L.SEMIKOLONE Berger, J.;1986;Expectations, legitimation and dominance behavior in task groups;[u'gesis-bib-63026', u'csa-ps-193800', u'csa-sa-87R1409'];;
696;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201050526-1177#S#0268580909351328.txt;Elias, N. and Scotson, J. (1965) The Established and the Outsiders. London: Frank Cass.;ubk-opac-LY000663374;Elias, N. and Scotson, J. ;1965;The Established and the Outsiders;['ubk-opac-LY000663374'];;
368;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-pais-2010-595067-1017#S#S0043887110000092.txt;———. 2006. “The Increasing Selectivity of Foreign Aid, 1984–2003.” World Development 34, no. 12: 2034–46.;csa-pais-2007-04937;———;2006;The Increasing Selectivity of Foreign Aid, 1984–2003;[u'csa-pais-2007-04937', u'bszbw-wao-387473483'];;
817;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201101954-1177#S#0952695110378952.txt;Boden, M. (2006) Mind as Machine: a History of Cognitive Science. Oxford: Oxford University Press.;Null;Boden, M;2006;Mind as Machine: a History of Cognitive Science;null;;
548;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-200500277-1177#S#1046496404263728.txt;Lewicki, R. J., Litterer, J. A., Saunders, D. M., & Milton, J. W. (1993). Negotiation: Readings, exercises and cases. Homewood, IL: Irwin.;Null;Lewicki, R. J.SEMIKOLONE Litterer, J. A.SEMIKOLONE Saunders, D. M.SEMIKOLONE Milton, J. W. ;1993;Negotiation: Readings, exercises and cases;null;;
48;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200719289-1177#S#0730888405285295.txt;Clarke, S. (2002). Market and institutional determinants of wage inequalities in Russia. Industrial & Labor Relations Review, 55, 628-648.;csa-sa-200307292;Clarke, S. ;2002;Market and institutional determinants of wage inequalities in Russia;['csa-sa-200307292'];;
1343;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/SSOAR\221.txt;Knorr-Cetina, Karin (1981/1991). Die Fabrikation von Erkenntnis. Zur Anthropologie der Naturwissenschaft. Frankfurt/M.: Suhrkamp.;wzb-bib-155950;Knorr-Cetina, Karin;1981/1991;Die Fabrikation von Erkenntnis;['wzb-bib-155950'];;
417;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-pais-2010-595067-1017#S#S0043887110000092.txt;Wright, Joseph, and Matthew Winters. 2010. “The Politics of Effective Foreign Aid.” Annual Review of Political Science 13: 61–80.;csa-pais-2010-593123,csa-ps-201047762;Wright, JosephSEMIKOLONE Matthew,Winters;2010;The Politics of Effective Foreign Aid;[u'csa-ps-201047762', u'csa-pais-2010-593123'];;
1073;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-12609130-1177#S#0363546509334373.txt;Markolf KL, Burchfield DM, Shapiro MM, Shepard MF, Finerman GA, Slauterbeck JL. Combined knee loading states that generate high anterior cruciate ligament forces. J Orthop Res. 1995SEMIKOLONE13(6):930-935.;Null;Markolf,KLSEMIKOLONE Burchfield,DMSEMIKOLONE Shapiro,MMSEMIKOLONE Shepard,MFSEMIKOLONE Finerman,GASEMIKOLONE Slauterbeck,JL;1995;Combined knee loading states that generate high anterior cruciate ligament forces;null;;
942;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pais-2008-241353-1177#S#0891242408325585.txt;Schumpeter, J. A. (1911). Theory of economic development. Cambridge, MA: Harvard University Press.;Null;Schumpeter, J. A.;1911;Theory of economic development;null;;
1319;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/SSOAR\221.txt;Freud, Sigmund (1926/1975). Die Frage der Laienanalyse. Unterredung mit einem Unparteiischen. In ders, Studienausgabe, Ergänzungsband: Schriften zur Behandlngstechnik (S.271-349). Frankfurt/M.: Fischer.;fes-bib-238730;Freud, Sigmund ;1926/1975; Die Frage der Laienanalyse. Unterredung mit einem Unparteiischen;['fes-bib-238730'];;
131;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200814418-1177#S#1468794107085297.txt;Honkatukia, P. (2004) ‘Väkivalta ja tyttöys koulukodissa’ [Violence and Femininity in Reform Schools], in M. Jahnukainen, T. Kekoni and T. Pösö (eds) Nuoruus ja koulukoti [Youth and Reform School]. Report 43. Helsinki: Nuorisotutkimusverkosto & Nuorisotutkimusseura.;Null;Honkatukia, P.;2004; ‘Väkivalta ja tyttöys koulukodissa’ [Violence and Femininity in Reform Schools];null;;
710;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201050526-1177#S#0268580909351328.txt;Roversi, A. (1991) ‘Football Violence in Italy’, International Review for the Sociology of Sport 26(4): 311–30.;csa-sa-92Y8197,csa-pei-5002380,csa-pei-11611120;Roversi, A.;1991;Football Violence in Italy;[u'csa-sa-92Y8197', u'csa-pei-11611120', u'csa-pei-5002380'];;
224;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200943351-1177#S#0021886309335070.txt;Likert, R. (1967). The human organization. New York: McGraw-Hill.;fes-bib-253136;Likert, R.;1967; The human organization. New York: McGraw-Hill;[u'wzb-bib-61857', u'ubk-opac-LN001445026', u'fes-bib-253136'];;
1175;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-ps-200930319-1177#S#0002716209337886.txt;Walters, Susannah. 2001. All the rage: The story of gay visibility in America. Chicago: University of Chicago Press.;Null;Walters, Susannah;2001;All the rage: The story of gay visibility in America.;null;;
772;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201101616-1177#S#0044118X09353572.txt;Kalichman, S. C., & Rompa, D. (1995). Sexual sensation seeking and sexual compulsivity scales: Reliability, validity and predicting HIV risk behaviour. Journal of Personality Assessment, 65, 586-601.;csa-assia-58385;Kalichman, S. C.SEMIKOLONE Rompa, D. ;1995;Sexual sensation seeking and sexual compulsivity scales: Reliability, validity and predicting HIV risk behaviour;['csa-assia-58385'];;
1115;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-13758577-1054#S#bjoc#P#2001#P#2003.txt;Bernstein L, Henderson BE, Hanisch R, Sullivan-Halley J and Ross RK (1994) Physical exercise and reduced risk of breast cancer in young women. J Natl Cancer Inst 86: 1403–1408;Null;Bernstein,LSEMIKOLONE Henderson,BESEMIKOLONE Hanisch,RSEMIKOLONE Sullivan-Halley,JSEMIKOLONERoss RK;1994;Physical exercise and reduced risk of breast cancer in young women;null;;
163;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200829335-1093#S#bjc#S#azn028.txt;HOME OFFICE ( 1996 ), Prison Statistics England and Wales 1995 . London : HMSO .;Null;HOME OFFICE;1996;Prison Statistics England and Wales 1995;null;;
948;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pais-2008-241353-1177#S#0891242408325585.txt;Wolfe, D. A., & Gertler, M. S. (2004). Clusters from the inside and out: Local dynamics and global linkages. Urban Studies, 41(5/6), 1071-1093.;Null;Wolfe, D. A.SEMIKOLONE Gertler, M. S;2004; Clusters from the inside and out: Local dynamics and global linkages;null;;
1172;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-ps-200930319-1177#S#0002716209337886.txt;Taylor, Ella. 1989. Prime-time families. Berkeley: University of California Press.;csa-pais-1990-0206360,ubk-opac-LY000039092;Taylor, Ella;1989; Prime-time families;[u'ubk-opac-LY000039092', u'csa-pais-1990-0206360'];;
518;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-200500277-1177#S#1046496404263728.txt;Eagly, A. H., Makhijani, M. J.,&Klonsky, B. G. (1992). Gender and evaluation of leaders:A meta-analysis. Psychological Bulletin, 111, 3-22.;csa-assia-9232704,csa-assia-AS9232704;Eagly, A. H.SEMIKOLONE Makhijani, M. J.SEMIKOLONE Klonsky, B. G.;1992;Gender and evaluation of leaders:A meta-analysis;[u'csa-assia-AS9232704', u'csa-assia-9232704'];;
478;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-ps-200830995-1057#S#eps#P#2008#P#24.txt;Kostakopoulou, T. (2000) ‘Nested ‘‘Old’’ and ‘‘New’’ citizenships in the European union: bringing forth the complexity’, Columbia Journal of European Law 5(3): 389–413.;Null;Kostakopoulou, T.;2000; ‘Nested ‘‘Old’’ and ‘‘New’’ citizenships in the European union: bringing forth the complexity’, Columbia Journal of European Law;null;;
578;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-200500277-1177#S#1046496404263728.txt;Roger, D. B., & Schumacher, A. (1983). Effects of individual differences on dyadic conversational strategies. Journal of Personality and Social Psychology, 45, 700-705.;Null;Roger, D. B.SEMIKOLONE Schumacher, A.;1983;Effects of individual differences on dyadic conversational strategies;null;;
451;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-ps-200507548-1177#S#0967010604049522.txt;Sales, Rosemary, 1997a. ‘Gender and Protestantism in Northern Ireland’, in Peter Shirlow & Mark McGovern, eds, Who Are ‘the People’? Unionism, Protestantism and Loyalism in Northern Ireland. London: Pluto (140–157).;Null;Sales, Rosemary;1997;‘Gender and Protestantism in Northern Ireland;null;;
28;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200710322-1177#S#1077801206295125.txt;Petty, R. E., & Cacioppo, J. T. (1986). Communication and persuasion: Central and peripheral routes to attitude change. New York: Springer-Verlag.;ubk-opac-HL001140867,wzb-bib-49848;Petty, R. E.SEMIKOLONE Cacioppo, J. T.;1986;Communication and persuasion: Central and peripheral routes to attitude change;[u'ubk-opac-HL001140867', u'wzb-bib-49848'];;
51;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200719289-1177#S#0730888405285295.txt;England,P. (1992).Comparable worth: Theories and evidence. NewYork: Aldine de Gruyter.;csa-pais-1992-0906205;England,P.;1992;Comparable worth: Theories and evidence;[u'csa-pais-1992-0906205', u'ubk-opac-LY000137932'];;
739;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201101616-1177#S#0044118X09353572.txt;Bimbela, J. L., Jiménez, J. M., Alfaro, N., Gutiérrez, P., & March, J. C. (2002). Uso del profiláctico entre la juventud en sus relaciones de coito vaginal [Condom use among the young engaging in vaginal intercourse]. Gaceta Sanitaria, 16, 298-307.;Null;Bimbela, J. L.SEMIKOLONE Jiménez, J. M.SEMIKOLONE Alfaro, N.SEMIKOLONE Gutiérrez, P.SEMIKOLONE March, J. C. ;2002;Uso del profiláctico entre la juventud en sus relaciones de coito vaginal [Condom use among the young engaging in vaginal intercourse];null;;
179;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200943351-1177#S#0021886309335070.txt;Beckhard, R. (1969). Organization development: Strategies and models. Reading, MA: Addison-Wesley.;ubk-opac-LY000492785;Beckhard, R.;1969;Organization development: Strategies and models;['ubk-opac-LY000492785'];;
577;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-200500277-1177#S#1046496404263728.txt;Roger, D. B. (1989). Experimental studies of turn-taking behavior. In D. Roger & P. Bull(Eds.), Conversation: An interdisciplinary perspective (pp. 75-95). Philadelphia: Multilingual Matters.;Null;Roger, D. B.;1989;Experimental studies of turn-taking behavior.;null;;
944;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pais-2008-241353-1177#S#0891242408325585.txt;Sydow, J., & Windeler, A. (1998). Organizing and evaluating interfirm networks—a structurationist perspective on network process and effectiveness. Organization Science, 9(3), 265-284.;Null;Sydow, J., & Windeler, A.;1998;Organizing and evaluating interfirm networks—a structurationist perspective on network process and effectiveness;null;;
490;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-ps-200830995-1057#S#eps#P#2008#P#24.txt;Weiler, J.H. (1995) ‘Does Europe need a constitution? Reflections on demos, telos and the German Maastricht decision’, European Law Journal 1(3): 219–258.;Null;Weiler, J.H.;1995;Does Europe need a constitution? Reflections on demos, telos and the German Maastricht decision;null;;
767;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201101616-1177#S#0044118X09353572.txt;Herns Marcelin, L., McCoy, H. V., & DiClemente, R. J. (2006). HIV/AIDS knowledge and beliefs among Haitian adolescents in Miami-Dade County, Florida.;csa-ssa-200703319;Herns Marcelin, L., McCoy, H. V., & DiClemente, R. J.;2006;HIV/AIDS knowledge and beliefs among Haitian adolescents;['csa-ssa-200703319'];;
825;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201101954-1177#S#0952695110378952.txt;Collins, R. M. (2000) More: the Politics of Economic Growth in Postwar America. New York: Oxford University Press.;Null;Collins, R. M.;2000;More: the Politics of Economic Growth in Postwar America;null;;
268;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200943351-1177#S#0021886309335070.txt;Worley, C. G., & Feyerherm, A. E. (2003). Reflections on the future of organization development. The Journal of Applied Behavioral Science, 39, 97-115.;Null;Worley, C. G., & Feyerherm, A. E. ;2003;Reflections on the future of organization development;null;;
999;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-10125244-1177#S#101053950301500109.txt;Thomas RJ, Clarke VA. Colorectal cancer: a survey of community beliefs and behaviours in Victoria. Med J Aust 1998SEMIKOLONE 169: 37-40.;null;Thomas RJ, Clarke VA;1998;Colorectal cancer: a survey of community beliefs and behaviours in Victoria;null;;
504;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-200500277-1177#S#1046496404263728.txt;Carli, L. (1989). Gender differences in interaction style and influence. Journal of Personality and Social Psychology, 56, 565-576.;csa-assia-8952372;Carli, L.;1989;Gender differences in interaction style and influence;['csa-assia-8952372'];;
192;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200943351-1177#S#0021886309335070.txt;Bushe, G. R., & Coetzer, G. H. (2007). Group development and team effectiveness: Using shared cognitions to measure the impact of group development on task performance and group viability. The Journal of Applied Behavioral Science, 43, 184-212.;csa-sa-200728195;Bushe, G. R., & Coetzer, G. H;2007;Group development and team effectiveness: Using shared cognitions to measure the impact of group development on task performance and group viability.;['csa-sa-200728195'];;
751;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201101616-1177#S#0044118X09353572.txt;Forns, M., Amador, J. A., Kirchner, T., Martorell, B., Zanini, D., & Muro, P. (2004). Sistema de codificación y análisis diferencial de los problemas de los adolescentes. Psicothema, 16, 646-653.;null;Forns, M., Amador, J. A., Kirchner, T., Martorell, B., Zanini, D., & Muro, P. ;2004;Sistema de codificación y análisis diferencial de los problemas de los adolescentes;null;;
685;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201050526-1177#S#0268580909351328.txt;CIV (Dutch National Football Intelligence Unit) (2003) Jaarverslag Seizoen 2002/2003. Utrecht: CIV.;null;CIV (Dutch National Football Intelligence Unit) ;2003;Jaarverslag Seizoen 2002/2003;null;;
1308;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/SSOAR\221.txt;Elias, Norbert & Scotson, John L. (1965/1993). Etablierte und Außenseiter. Frankfurt/M.: Suhrkamp.;null;Elias, Norbert & Scotson, John L.;1965/1993;Elias, Norbert & Scotson, John L;null;;
1020;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-11024008-1177#S#0959353500010004017.txt;?Biddle, S. and Mutrie, N. (1991) The Psychology of Physical Activity. London: Springer-Verlag.;null;?Biddle, S. and Mutrie, N.;1991;The Psychology of Physical Activity;null;;
311;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\201014166-1177#S#1077800409350695.txt;Cornell, D. (1992). The philosophy of the limit. New York: Routledge.;fes-bib-736007;Cornell, D. ;1992;The philosophy of the limit;['fes-bib-736007'];;
154;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200814418-1177#S#1468794107085297.txt;Soilevuo-Grønnerød, J. (2004) ‘On the Meanings and Uses of Laughter in Research;csa-sa-200416504;Soilevuo-Grønnerød, J.;2004;On the Meanings and Uses of Laughter in Research;['csa-sa-200416504'];;
619;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201043053-1177#S#1532708609354719.txt;Pandey, A., & Gupta, R. (2008). A perspective of collective consciousness of business organizations. Journal of Business Ethics, 80, 889-898.;Null;Pandey, A., & Gupta, R.;2008;A perspective of collective consciousness of business organizations;null;;
293;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200948117-1111#S#j#P#1467-9531#P#2009#P#01222#P#x.txt;McCall, Leslie. 2000. “Explaining Levels ofWithin-GroupWage Inequality in U.S. Labor Markets.” Demography 37:415–30.;csa-assia-166565,csa-sa-200105029;McCall, Leslie.;2000;Explaining Levels ofWithin-GroupWage Inequality in U.S. Labor Markets.;[u'csa-assia-166565', u'csa-sa-200105029'];;
298;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200948117-1111#S#j#P#1467-9531#P#2009#P#01222#P#x.txt;Selb, Peter. 2008. “Supersized Votes: Ballot Length, Uncertainty, and Choice in Direct Legislation Elections.” Public Choice 135:319–36.;csa-ps-200823235;Selb, Peter;2008;Supersized Votes: Ballot Length, Uncertainty, and Choice in Direct Legislation Elections.;['csa-ps-200823235'];;
353;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-pais-2010-595067-1017#S#S0043887110000092.txt;Bartels, Brandon. 2008. “Beyond ‘Fixed versus Random Effects’: A Framework for Improving Substantive and Statistical Analysis of Panel, Time-Series Cross-Sectional and Multilevel Data.” Manuscript, Department of Political Science, Stony Brook University.;Null;Bartels, Brandon;2008;Beyond ‘Fixed versus Random Effects’: A Framework for Improving Substantive and Statistical Analysis of Panel, Time-Series Cross-Sectional and Multilevel Data.;null;;
